MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,PavedDrive,MiscFeature,SaleType,SaleCondition,BldgType,BsmtFinType1,BsmtFinType2,GarageFinish,Functional,Fence
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,SFoyer,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Family,1Fam,GLQ,LwQ,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,2Story,Gable,CompShg,BrkFace,Stucco,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,SLvl,Hip,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Abnorml,1Fam,Unf,Unf,Fin,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,None
RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2.5Unf,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,OthW,N,SBrkr,Detchd,P,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Rec,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,Wd Shng,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,Shed,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,GdWo
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,LwQ,ALQ,RFn,Typ,MnPrv
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,1Fam,LwQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,Unf,Unf,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,SLvl,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,Unf,Typ,None
RL,Pave,None,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,FuseA,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Min2,None
RL,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,FuseA,Detchd,N,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdPrv
RH,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,COD,Abnorml,TwnhsE,GLQ,Unf,Fin,Typ,None
FV,Pave,None,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,2Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Unf,Typ,None
RM,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2.5Unf,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,FuseF,Detchd,N,None,WD,Normal,2fmCon,Unf,Unf,Unf,Typ,MnPrv
RL,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Story,Hip,CompShg,Stucco,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,CBlock,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasW,Y,FuseA,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Story,Shed,WdShake,Plywood,Plywood,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Story,Hip,CompShg,HdBoard,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,LwQ,Unf,Typ,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,SLvl,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Basment,Y,None,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,GdPrv
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,2Story,Gable,Roll,AsbShng,AsbShng,Stone,CBlock,GasA,Y,FuseA,Detchd,Y,None,WD,Normal,Duplex,Rec,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
C (all),Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,Y,None,COD,Abnorml,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,LwQ,Rec,Unf,Typ,None
RL,Pave,None,Reg,Low,AllPub,Corner,Gtl,Mitchel,Norm,Norm,2Story,Mansard,CompShg,MetalSd,Wd Shng,None,CBlock,GasA,Y,SBrkr,None,Y,None,WD,Normal,Duplex,Unf,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Shng,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Min2,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseF,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Rec,Unf,Typ,None
RL,Pave,None,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,CBlock,GasA,Y,SBrkr,Attchd,N,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,New,Partial,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,SLvl,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,Gable,CompShg,CemntBd,CmentBd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Twnhs,ALQ,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Stone,GasA,N,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Min2,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,Hip,CompShg,WdShing,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,N,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,BLQ,Unf,RFn,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,MnPrv
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Basment,Y,None,New,Partial,TwnhsE,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,2Story,Hip,ClyTile,Stucco,Stucco,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,LwQ,Rec,RFn,Typ,GdPrv
RL,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,P,None,WD,Normal,1Fam,BLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,TwnhsE,Unf,Unf,Unf,Maj1,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,TwnhsE,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,ALQ,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Story,Gable,CompShg,BrkFace,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Rec,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,LwQ,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,TwnhsE,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Rec,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,Floor,N,SBrkr,Detchd,Y,None,WD,Normal,1Fam,None,None,Unf,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,LwQ,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,New,Partial,1Fam,Unf,Unf,RFn,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Story,Gable,CompShg,AsbShng,AsbShng,None,BrkTil,GasA,N,SBrkr,None,N,None,WD,Normal,1Fam,Unf,Unf,None,Typ,MnPrv
RH,Pave,None,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,None,Y,None,WD,Normal,1Fam,Rec,Unf,None,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,MnPrv
RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasW,Y,SBrkr,Detchd,Y,Shed,WD,Normal,1Fam,LwQ,Unf,Unf,Mod,MnPrv
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2Story,Hip,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,Fin,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,SLvl,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,ALQ,Unf,Unf,Typ,None
RM,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,MnPrv
RM,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,TwnhsE,LwQ,Unf,Unf,Min1,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,ALQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,Duplex,Unf,Unf,Unf,Typ,None
RM,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,Grav,N,FuseA,None,N,None,WD,Normal,1Fam,Unf,Unf,None,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Y,None,WD,Normal,1Fam,GLQ,Unf,RFn,Typ,None
RL,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Rec,Unf,RFn,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,GdWo
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,GLQ,Unf,Unf,Typ,None
RL,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Y,None,WD,Normal,1Fam,Unf,Unf,RFn,Typ,None
RL,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1.5Fin,Gable,CompShg,BrkFace,Stone,None,BrkTil,GasA,Y,SBrkr,Detchd,Y,None,WD,Normal,1Fam,Unf,Unf,Unf,Typ,None
